iter	MultiClass
247	3.812703315e-05
248	3.795717752e-05
249	3.77404352e-05
250	3.745305917e-05
251	3.716837311e-05
252	3.68899927e-05
253	3.661594226e-05
254	3.63461217e-05
255	3.608043396e-05
256	3.590341517e-05
257	3.571938278e-05
258	3.553752502e-05
259	3.528390547e-05
260	3.503321329e-05
261	3.478705454e-05
262	3.454246675e-05
263	3.430147042e-05
264	3.406592872e-05
265	3.383376131e-05
266	3.367153962e-05
267	3.344353953e-05
268	3.3309147e-05
269	3.308761875e-05
270	3.286841448e-05
271	3.274465516e-05
272	3.259328529e-05
273	3.238498771e-05
274	3.21753916e-05
275	3.196933797e-05
276	3.176438959e-05
277	3.156381875e-05
278	3.136429435e-05
279	3.124722945e-05
280	3.10523618e-05
281	3.089154543e-05
282	3.070238858e-05
283	3.051462027e-05
284	3.033028496e-05
285	3.017874415e-05
286	2.99972672e-05
287	2.987902824e-05
288	2.970790678e-05
289	2.958471418e-05
290	2.946822541e-05
291	2.936587637e-05
292	2.919523292e-05
293	2.902725807e-05
294	2.891570541e-05
295	2.875030472e-05
296	2.865204852e-05
297	2.849000405e-05
298	2.832925239e-05
299	2.822369821e-05
300	2.810488659e-05
301	2.794909438e-05
302	2.782872189e-05
303	2.767683146e-05
304	2.757672744e-05
305	2.742709017e-05
306	2.715506513e-05
307	2.700658315e-05
308	2.686344456e-05
309	2.676982172e-05
310	2.65111431e-05
311	2.637354371e-05
312	2.623792127e-05
313	2.610331278e-05
314	2.603264235e-05
315	2.590027483e-05
316	2.576934334e-05
317	2.563938285e-05
318	2.555513491e-05
319	2.547852929e-05
320	2.538949826e-05
321	2.526355332e-05
322	2.513893649e-05
323	2.50160588e-05
324	2.479128001e-05
325	2.467227932e-05
326	2.455414283e-05
327	2.443729967e-05
328	2.432494965e-05
329	2.418583831e-05
330	2.411423322e-05
331	2.404763448e-05
332	2.384059645e-05
333	2.363731443e-05
334	2.352973241e-05
335	2.342305178e-05
336	2.331732759e-05
337	2.324907732e-05
338	2.305623502e-05
339	2.293303222e-05
340	2.274567905e-05
341	2.268163319e-05
342	2.256371755e-05
343	2.238266234e-05
344	2.232114809e-05
345	2.224576929e-05
346	2.220812148e-05
347	2.21480868e-05
348	2.203726852e-05
349	2.194411218e-05
350	2.177323247e-05
351	2.160526942e-05
352	2.153740149e-05
353	2.14337884e-05
354	2.127136687e-05
355	2.118550726e-05
356	2.110030077e-05
357	2.104680358e-05
358	2.089047108e-05
359	2.083573102e-05
360	2.078340779e-05
361	2.072007384e-05
362	2.056880807e-05
363	2.051904802e-05
364	2.047198739e-05
365	2.032460542e-05
366	2.01792714e-05
367	2.003633566e-05
368	1.996077181e-05
369	1.991360377e-05
370	1.986226895e-05
371	1.972413383e-05
372	1.958798401e-05
373	1.95156264e-05
374	1.94682771e-05
375	1.942626057e-05
376	1.929446098e-05
377	1.916467654e-05
378	1.903669563e-05
379	1.891061866e-05
380	1.886053411e-05
381	1.873689352e-05
382	1.869659598e-05
383	1.865574595e-05
384	1.865233707e-05
385	1.853154688e-05
386	1.845800343e-05
387	1.841494973e-05
388	1.837646541e-05
389	1.833872482e-05
390	1.822217811e-05
391	1.8218652e-05
392	1.810373646e-05
393	1.803435472e-05
394	1.792191695e-05
395	1.78775608e-05
396	1.776721565e-05
397	1.776276834e-05
398	1.770446369e-05
399	1.763856572e-05
400	1.759472162e-05
401	1.755681133e-05
402	1.749291444e-05
403	1.74555526e-05
404	1.742206262e-05
405	1.737573653e-05
406	1.73481502e-05
407	1.732316609e-05
408	1.727692811e-05
409	1.724373184e-05
410	1.718150817e-05
411	1.708008792e-05
412	1.704441803e-05
413	1.694467297e-05
414	1.684605567e-05
415	1.674884062e-05
416	1.66918418e-05
417	1.666667427e-05
418	1.657167935e-05
419	1.654108476e-05
420	1.649105615e-05
421	1.643463002e-05
422	1.640219548e-05
423	1.6372227e-05
424	1.632328444e-05
425	1.628179166e-05
426	1.62268965e-05
427	1.613719661e-05
428	1.608976648e-05
429	1.602288645e-05
430	1.597130731e-05
431	1.593267797e-05
432	1.584648883e-05
433	1.580920249e-05
434	1.574593556e-05
435	1.570162859e-05
436	1.56181497e-05
437	1.559145545e-05
438	1.550923718e-05
439	1.546568116e-05
440	1.541762635e-05
441	1.539976605e-05
442	1.53463433e-05
443	1.526669551e-05
444	1.526303569e-05
445	1.52044884e-05
446	1.517215987e-05
447	1.509465477e-05
448	1.506819332e-05
449	1.506553877e-05
450	1.503573605e-05
451	1.500692462e-05
452	1.494763909e-05
453	1.492179541e-05
454	1.489972935e-05
455	1.486849515e-05
456	1.482823596e-05
457	1.480219208e-05
458	1.478280216e-05
459	1.476458376e-05
460	1.473203267e-05
461	1.468905639e-05
462	1.461669208e-05
463	1.459296783e-05
464	1.452162338e-05
465	1.445105187e-05
466	1.441368356e-05
467	1.438918643e-05
468	1.435105355e-05
469	1.431009607e-05
470	1.424176202e-05
471	1.421353516e-05
472	1.421204725e-05
473	1.417595607e-05
474	1.414012203e-05
475	1.407354387e-05
476	1.403382247e-05
477	1.403053831e-05
478	1.396507125e-05
479	1.393010548e-05
480	1.39015333e-05
481	1.38373874e-05
482	1.381544921e-05
483	1.378887064e-05
484	1.372584479e-05
485	1.369548221e-05
486	1.363327664e-05
487	1.361583984e-05
488	1.361384783e-05
489	1.355244199e-05
490	1.349177575e-05
491	1.346882989e-05
492	1.343678245e-05
493	1.341422015e-05
494	1.33789061e-05
495	1.335988541e-05
496	1.330105244e-05
497	1.328028967e-05
498	1.324919133e-05
499	1.319135918e-05
500	1.316350993e-05
501	1.31383193e-05
502	1.311612528e-05
503	1.309490023e-05
504	1.307721971e-05
505	1.304682593e-05
506	1.302810932e-05
507	1.301658923e-05
508	1.299199414e-05
509	1.29523867e-05
510	1.291323023e-05
511	1.285847205e-05
512	1.282889147e-05
513	1.279687519e-05
514	1.277098632e-05
515	1.275395402e-05
516	1.270075571e-05
517	1.266977444e-05
518	1.266733152e-05
519	1.263624598e-05
520	1.261504084e-05
521	1.258757802e-05
522	1.25708821e-05
523	1.251930118e-05
524	1.246819371e-05
525	1.24418245e-05
526	1.239143369e-05
527	1.234147532e-05
528	1.229202052e-05
529	1.228908377e-05
530	1.2267435e-05
531	1.226465044e-05
532	1.223963701e-05
533	1.222775536e-05
534	1.221112755e-05
535	1.216270379e-05
536	1.214483789e-05
537	1.212401916e-05
538	1.210615559e-05
539	1.209594497e-05
540	1.208639569e-05
541	1.203902492e-05
542	1.202158059e-05
543	1.197447927e-05
544	1.194720467e-05
545	1.194454107e-05
546	1.189825173e-05
547	1.185247216e-05
548	1.182003357e-05
549	1.17749263e-05
550	1.174769327e-05
551	1.170319653e-05
552	1.167956223e-05
553	1.165835304e-05
554	1.161460657e-05
555	1.158909237e-05
556	1.158736452e-05
557	1.156391203e-05
558	1.153773672e-05
559	1.152060866e-05
560	1.150442349e-05
561	1.150288311e-05
562	1.146039176e-05
563	1.141825311e-05
564	1.141600168e-05
565	1.140248474e-05
566	1.137792542e-05
567	1.133642929e-05
568	1.13338813e-05
569	1.129273323e-05
570	1.125196777e-05
571	1.123585962e-05
572	1.122244722e-05
573	1.120712505e-05
574	1.120481829e-05
575	1.118740999e-05
576	1.116824385e-05
577	1.115262349e-05
578	1.113366274e-05
579	1.113127768e-05
580	1.112914766e-05
581	1.110774105e-05
582	1.108642423e-05
583	1.10471278e-05
584	1.100824415e-05
585	1.100667064e-05
586	1.09898074e-05
587	1.09748789e-05
588	1.0960522e-05
589	1.094846801e-05
590	1.092951271e-05
591	1.092771828e-05
592	1.092530038e-05
593	1.091110886e-05
594	1.088751547e-05
595	1.087055254e-05
596	1.085917862e-05
597	1.084883267e-05
598	1.083667003e-05
599	1.08242318e-05
600	1.08032321e-05
601	1.080085819e-05
602	1.078095116e-05
603	1.076108342e-05
604	1.074696008e-05
605	1.071013653e-05
606	1.068793729e-05
607	1.067262101e-05
608	1.06499756e-05
609	1.064773764e-05
610	1.063209139e-05
611	1.062446007e-05
612	1.060903002e-05
613	1.059423141e-05
614	1.056967324e-05
615	1.055433548e-05
616	1.052812525e-05
617	1.052023183e-05
618	1.050555932e-05
619	1.048743076e-05
620	1.047553954e-05
621	1.04731936e-05
622	1.046656865e-05
623	1.043189545e-05
624	1.042955823e-05
625	1.041681074e-05
626	1.040504438e-05
627	1.03963896e-05
628	1.038638464e-05
629	1.035196055e-05
630	1.032792028e-05
631	1.030729425e-05
632	1.028923865e-05
633	1.026543405e-05
634	1.026400673e-05
635	1.026262728e-05
636	1.026035492e-05
637	1.025857255e-05
638	1.023888241e-05
639	1.022685122e-05
640	1.019378896e-05
641	1.016097975e-05
642	1.014996603e-05
643	1.013754708e-05
644	1.012028867e-05
645	1.008797919e-05
646	1.007567483e-05
647	1.004358942e-05
648	1.001177219e-05
649	9.989373034e-06
650	9.98718974e-06
651	9.975998812e-06
652	9.965227256e-06
653	9.933988011e-06
654	9.918179086e-06
655	9.916531051e-06
656	9.89880305e-06
657	9.881151306e-06
658	9.864646132e-06
659	9.853426299e-06
660	9.851243332e-06
661	9.820761851e-06
662	9.812974972e-06
663	9.782754946e-06
664	9.752755145e-06
665	9.731510097e-06
666	9.701852908e-06
667	9.682817561e-06
668	9.672040191e-06
669	9.670887544e-06
670	9.660135194e-06
671	9.654182505e-06
672	9.648170937e-06
673	9.634317665e-06
674	9.615019281e-06
675	9.598115476e-06
676	9.582606008e-06
677	9.553914121e-06
678	9.542722047e-06
679	9.540853753e-06
680	9.512466082e-06
681	9.51054208e-06
682	9.48223269e-06
683	9.471985999e-06
684	9.466394968e-06
685	9.460138451e-06
686	9.452739041e-06
687	9.439508451e-06
688	9.420435279e-06
689	9.408856494e-06
690	9.407863329e-06
691	9.395910522e-06
692	9.387670097e-06
693	9.368240765e-06
694	9.366799806e-06
695	9.365122489e-06
696	9.337601134e-06
697	9.322123772e-06
698	9.307551429e-06
699	9.301902941e-06
700	9.283111661e-06
701	9.281381423e-06
702	9.25462712e-06
703	9.228047634e-06
704	9.208184424e-06
705	9.194690351e-06
706	9.193332232e-06
707	9.191511745e-06
708	9.175114572e-06
709	9.161064088e-06
710	9.157243151e-06
711	9.143405955e-06
712	9.141462157e-06
713	9.13191039e-06
714	9.120213893e-06
715	9.104466629e-06
716	9.095676554e-06
717	9.070024507e-06
718	9.068876118e-06
719	9.043397416e-06
720	9.018105995e-06
721	9.005265713e-06
722	8.980182433e-06
723	8.971779279e-06
724	8.959245533e-06
725	8.957973466e-06
726	8.943698591e-06
727	8.94128063e-06
728	8.932983108e-06
729	8.930799582e-06
730	8.921717226e-06
731	8.897035514e-06
732	8.888169835e-06
733	8.863764732e-06
734	8.854857506e-06
735	8.838237811e-06
736	8.814129077e-06
737	8.803793649e-06
738	8.779925736e-06
739	8.756204655e-06
740	8.732629001e-06
741	8.731383764e-06
742	8.725619718e-06
743	8.716972312e-06
744	8.704555853e-06
745	8.693500491e-06
746	8.679873154e-06
747	8.656658817e-06
748	8.654843825e-06
749	8.631847498e-06
750	8.62197487e-06
751	8.620944951e-06
752	8.619446218e-06
753	8.609614824e-06
754	8.598067797e-06
755	8.588316204e-06
756	8.575275252e-06
757	8.573325917e-06
758	8.564275673e-06
759	8.562283649e-06
760	8.539696017e-06
761	8.517319296e-06
762	8.501048177e-06
763	8.488812595e-06
764	8.481284808e-06
765	8.468678671e-06
766	8.464223464e-06
767	8.46295094e-06
768	8.440997328e-06
769	8.433263106e-06
770	8.411480243e-06
771	8.406016119e-06
772	8.398611922e-06
773	8.3971347e-06
774	8.387720407e-06
775	8.366189879e-06
776	8.356778505e-06
777	8.345223378e-06
778	8.334865001e-06
779	8.333729409e-06
780	8.332123518e-06
781	8.330862623e-06
782	8.329442957e-06
783	8.317969482e-06
784	8.304733051e-06
785	8.292851092e-06
786	8.281474873e-06
787	8.272450924e-06
788	8.251536982e-06
789	8.249506303e-06
790	8.241891496e-06
791	8.221072736e-06
792	8.210091422e-06
793	8.196257484e-06
794	8.194540826e-06
795	8.187919002e-06
796	8.176208248e-06
797	8.174189946e-06
798	8.167270495e-06
799	8.158530084e-06
800	8.147552035e-06
801	8.140482618e-06
802	8.131808499e-06
803	8.120906476e-06
804	8.100802655e-06
805	8.089963096e-06
806	8.06998992e-06
807	8.063210817e-06
808	8.043448732e-06
809	8.041931505e-06
810	8.034587445e-06
811	8.030338247e-06
812	8.029003853e-06
813	8.027808547e-06
814	8.019422809e-06
815	8.006289478e-06
816	7.995058627e-06
817	7.988807174e-06
818	7.976953041e-06
819	7.965811423e-06
820	7.95537559e-06
821	7.944941613e-06
822	7.938388028e-06
823	7.931682471e-06
824	7.912566286e-06
825	7.893579734e-06
826	7.883319228e-06
827	7.881614839e-06
828	7.880378669e-06
829	7.870564506e-06
830	7.860138898e-06
831	7.853616132e-06
832	7.852071026e-06
833	7.844020557e-06
834	7.842275977e-06
835	7.823612732e-06
836	7.821767885e-06
837	7.820361731e-06
838	7.818580767e-06
839	7.817149351e-06
840	7.811825076e-06
841	7.805024214e-06
842	7.804115296e-06
843	7.79731838e-06
844	7.796163109e-06
845	7.785929729e-06
846	7.772937014e-06
847	7.771426163e-06
848	7.764322598e-06
849	7.757861892e-06
850	7.739177593e-06
851	7.720535341e-06
852	7.719586236e-06
853	7.701516892e-06
854	7.697164514e-06
855	7.679149189e-06
856	7.671470331e-06
857	7.661970566e-06
858	7.660683501e-06
859	7.642914566e-06
860	7.635321336e-06
861	7.617684044e-06
862	7.616194981e-06
863	7.614764959e-06
864	7.607270335e-06
865	7.603070531e-06
866	7.601530345e-06
867	7.590838415e-06
868	7.581964767e-06
869	7.578304869e-06
870	7.560935764e-06
871	7.543574602e-06
872	7.537664172e-06
873	7.530356994e-06
874	7.529389551e-06
875	7.527886107e-06
876	7.510788253e-06
877	7.509705521e-06
878	7.506665775e-06
879	7.505114682e-06
880	7.503691942e-06
881	7.49402685e-06
882	7.477003165e-06
883	7.467010593e-06
884	7.460828714e-06
885	7.458253453e-06
886	7.456948714e-06
887	7.440160611e-06
888	7.431613123e-06
889	7.430433e-06
890	7.424466149e-06
891	7.414600604e-06
892	7.402642689e-06
893	7.397688193e-06
894	7.396212544e-06
895	7.390134837e-06
896	7.378119912e-06
897	7.3714039e-06
898	7.359699272e-06
899	7.353029956e-06
900	7.346902468e-06
901	7.342996356e-06
902	7.342061767e-06
903	7.335002668e-06
904	7.325372795e-06
905	7.319416999e-06
906	7.308697607e-06
907	7.299147222e-06
908	7.28290807e-06
909	7.266493461e-06
910	7.265269407e-06
911	7.2561787e-06
912	7.248151308e-06
913	7.239726519e-06
914	7.231810187e-06
915	7.220858561e-06
916	7.21236249e-06
917	7.205739289e-06
918	7.198502482e-06
919	7.190615458e-06
920	7.183984285e-06
921	7.182957946e-06
922	7.177321585e-06
923	7.163438069e-06
924	7.15943739e-06
925	7.151091458e-06
926	7.143974145e-06
927	7.128671198e-06
928	7.122564189e-06
929	7.117215962e-06
930	7.11631939e-06
931	7.101047537e-06
932	7.092408874e-06
933	7.086655747e-06
934	7.085334193e-06
935	7.069844751e-06
936	7.068527228e-06
937	7.056122767e-06
938	7.046900467e-06
939	7.04586099e-06
940	7.044344066e-06
941	7.037860033e-06
942	7.02980995e-06
943	7.028996029e-06
944	7.024764514e-06
945	7.019377983e-06
946	7.018124119e-06
947	7.017352146e-06
948	7.011512022e-06
949	7.003498399e-06
950	6.993824267e-06
951	6.987435632e-06
952	6.972825181e-06
953	6.963727001e-06
954	6.958438261e-06
955	6.954654662e-06
956	6.949701977e-06
957	6.944826988e-06
958	6.933929717e-06
959	6.927251925e-06
960	6.922012739e-06
961	6.914340431e-06
962	6.905411128e-06
963	6.895334423e-06
964	6.889276011e-06
965	6.888449094e-06
966	6.885992704e-06
967	6.885076558e-06
968	6.88025717e-06
969	6.875605506e-06
970	6.861432302e-06
971	6.86006192e-06
972	6.856676417e-06
973	6.842618131e-06
974	6.837722589e-06
975	6.836848497e-06
976	6.828749814e-06
977	6.824117577e-06
978	6.818120011e-06
979	6.817019876e-06
980	6.809998376e-06
981	6.80529389e-06
982	6.800958798e-06
983	6.794974579e-06
984	6.786786619e-06
985	6.786047221e-06
986	6.780205604e-06
987	6.766064182e-06
988	6.761875101e-06
989	6.748062162e-06
990	6.739458914e-06
991	6.734520976e-06
992	6.724973056e-06
993	6.721771364e-06
994	6.713501793e-06
995	6.712347106e-06
996	6.711135041e-06
997	6.707159866e-06
998	6.701441093e-06
999	6.698802418e-06
